WWR,R-value,Infiltration
0.2690976769383219,10.883407281198746,0.050529966903642067
0.30317980142185236,10.883407281198746,0.050529966903642067
0.30317980142185236,10.883407281198746,0.04484961282305365
0.30317980142185236,12.133085178928198,0.04484961282305365
0.2690976769383219,10.883407281198746,0.04947003309635794
0.2690976769383219,12.133085178928198,0.04947003309635794
0.30317980142185236,12.133085178928198,0.04947003309635794
0.30317980142185236,12.133085178928198,0.055150387176946356
0.2968201985781476,9.866914821071802,0.050529966903642067
0.2968201985781476,11.116592718801254,0.050529966903642067
0.2968201985781476,11.116592718801254,0.04484961282305365
0.3309023230616781,11.116592718801254,0.04484961282305365
0.3309023230616781,10.883407281198746,0.04947003309635794
0.2968201985781476,10.883407281198746,0.04947003309635794
0.2968201985781476,10.883407281198746,0.055150387176946356
0.2968201985781476,12.133085178928198,0.055150387176946356
0.2690976769383219,11.116592718801254,0.04947003309635794
0.30317980142185236,11.116592718801254,0.04947003309635794
0.30317980142185236,9.866914821071802,0.04947003309635794
0.30317980142185236,9.866914821071802,0.055150387176946356
0.30317980142185236,9.866914821071802,0.04484961282305365
0.30317980142185236,9.866914821071802,0.050529966903642067
0.2690976769383219,9.866914821071802,0.050529966903642067
0.2690976769383219,11.116592718801254,0.050529966903642067
0.2690976769383219,12.133085178928198,0.050529966903642067
0.2690976769383219,10.883407281198746,0.050529966903642067
0.2690976769383219,10.883407281198746,0.04484961282305365
0.30317980142185236,10.883407281198746,0.04484961282305365
0.2690976769383219,12.133085178928198,0.055150387176946356
0.2690976769383219,12.133085178928198,0.04947003309635794
0.2690976769383219,10.883407281198746,0.04947003309635794
0.30317980142185236,10.883407281198746,0.04947003309635794
0.2968201985781476,9.866914821071802,0.04947003309635794
0.2968201985781476,9.866914821071802,0.055150387176946356
0.2968201985781476,11.116592718801254,0.055150387176946356
0.3309023230616781,11.116592718801254,0.055150387176946356
0.30317980142185236,9.866914821071802,0.04484961282305365
0.30317980142185236,11.116592718801254,0.04484961282305365
0.30317980142185236,11.116592718801254,0.050529966903642067
0.2690976769383219,11.116592718801254,0.050529966903642067
