WWR,R-value,Infiltration
0.3002753847825986,11.238066293070677,0.05281939115625859
0.29128044992346513,11.0433398305651,0.04843425012469241
0.31389218665284174,10.95272962655401,0.05199930642351742
0.27653932548271953,11.641472559434543,0.05163368777743207
0.28387140372146025,10.82942842668491,0.049051398379572425
0.30476495270373605,10.973258120832986,0.04760506911427073
0.3142803716187894,11.282988633591149,0.04855095527175699
0.3075136350994726,10.40285947806884,0.047140618363243715
0.2989920663910163,11.359697076786276,0.05168866182061896
0.3131353860416337,11.06082942293485,0.05022772071984739
0.3149997210658919,11.341803923340569,0.0498037828934695
0.290588874865596,11.111215184429032,0.048321452073141265
0.30199804667369845,10.99670406402396,0.049566946246613654
0.30055921401137164,10.70724198938091,0.04817989524243246
0.2987359931012687,11.843227594654925,0.04986351694432221
0.2948866954002222,10.2187962123782,0.050466107852217
0.3037184326832508,10.545746515935399,0.044886634455090516
0.29983864269095517,10.816413445482592,0.05136301134549045
0.3069334951827019,11.260503691393867,0.05054116968095956
0.30449056376726036,10.909657848802013,0.0484901179286196
0.30240131021157735,10.853580668128107,0.05002905753351922
0.32380746655808346,11.256870336598277,0.05210626927795947
0.31046548309945754,11.44514235616755,0.05241915073022381
0.3123719135595871,10.581615912264487,0.05189552641983399
0.30827123867114997,11.500579214309889,0.05081577572469086
0.3209575975833004,10.928621660343225,0.04866527628160266
0.29801994691478767,11.424418962217203,0.04996577306627754
0.3058535922615574,11.466751678866508,0.053037262944023736
0.3094722642871167,11.07755634180907,0.05128873247038458
0.3042850960098405,10.845362821465855,0.04920348205336463
0.30541849250113695,11.527070962497293,0.050697756988146034
0.2897809884099791,11.166090428786237,0.05012729139542307
0.29402908098252406,10.942459116409616,0.049090391798631755
0.28850088755260983,10.632576207535,0.049750674523717106
0.31576708293458355,11.007425340771652,0.05007736559244624
0.2964553879868896,10.596941888194756,0.05187328038427791
0.3021189822961669,10.779745001170182,0.0488442596389345
0.2971721665507895,11.028897529460364,0.050367652418865705
0.29842721557397406,10.557486558214576,0.04970188548156292
0.2909362372236845,11.319906098131082,0.04783637770283846
0.3061308733159702,11.124508702021059,0.04825720401597843
0.30301956056603185,11.050330062802242,0.051277425281025434
0.29369211597085076,11.383832459636539,0.048822357792722294
0.28719791584581017,10.701928129476526,0.04925668428469834
0.32037110243753764,10.924713858034723,0.04803770204827254
0.2880033944830417,11.203810321223495,0.0504467501061513
0.30112144798124624,11.024977029338716,0.05083481864488586
0.3016231205616906,10.680356314426666,0.051748005250653685
0.31217795364800704,11.114694460201548,0.04927203599490944
0.2972362928567387,11.36632589832026,0.04890233922372491
0.29677374327354883,11.160026850852178,0.05057659388743161
0.30513967500143485,11.17428611657969,0.05066341672400483
0.29350309665736685,11.093269881227785,0.0476649917025596
0.28959619325807207,10.52910407479115,0.05074291010916046
0.2924179017043944,10.882906966751102,0.05148705051458202
0.31115832893989853,11.304800579749749,0.051220163773914085
0.3013197221754532,11.150078818421266,0.05338677019759616
0.300772795993755,10.64673962140645,0.0493632896574827
0.2977144900536206,11.220209598049598,0.05403005802204215
0.3030817254013568,9.92387315994813,0.04912755727945683
0.307870538940099,10.659102445440036,0.050634016011505946
0.292834108247208,10.738944764295468,0.05144652983333719
0.29460802282092885,11.197124454340825,0.050096139065499305
0.2978379247208811,10.873673691739747,0.051027902855512806
0.2932324205057393,11.555778666472007,0.04992906661911879
0.29921165407168804,11.191902849379668,0.046785931627211924
0.2951902868201625,10.893509768178813,0.049506891918481385
0.30886922666378613,10.506754125370026,0.05254566916622211
0.30013042727286215,11.32245893168447,0.04965842323598266
0.28515345436541556,11.133804839517394,0.05112637915686069
0.30273449148850956,10.90176090790556,0.05224246070782237
0.2890129921263647,10.618523615871444,0.04898895636031283
0.307349717037165,10.794624987994512,0.04836630318822245
0.2904350350873824,11.225526049305087,0.047452259479999634
0.28329672720466403,11.396891169871804,0.04962072677860726
0.31684756877034076,11.086040163501,0.04703272882811821
0.3101052430006593,10.265857148858354,0.05038918572676998
0.27992778079016384,10.82589586389535,0.052703325486369426
0.309802902450748,10.967797170614311,0.04990633330093819
0.29561122796190387,10.463182266293074,0.04933073478335676
0.31148982366862715,10.774483846979578,0.05108314937084857
0.3086503649087059,10.393473590489297,0.05090308592510241
0.2855294977450927,10.861817384696824,0.050266762447244706
0.2865510273219367,11.294510825908002,0.048611883833437404
0.3035618811315488,11.012534752332796,0.05029661010211588
0.28235882492654996,11.586789501829774,0.05093245054417673
0.3040781756248076,10.676860962949437,0.0497188999243566
0.30671255478068493,10.434393279943665,0.050982891118767644
0.27866412802257123,11.860835980145572,0.050193333042600694
0.3057300468978325,10.802211216714383,0.04893238003226347
0.31864322424603925,10.323081283322857,0.049404154716288215
0.2954072078994062,11.7203753703978,0.04811566874796877
0.2962383686307354,11.483684501759932,0.04736704174384555
0.2922408826498718,11.07371074143647,0.04947621908428551
0.29954601181916723,10.956662649480796,0.048724875334399426
0.28717930874162406,10.763669498355075,0.05222009049135491
0.2918395526983868,10.745732689226152,0.047941879953458194
0.2943101215074898,11.66501854551141,0.05154996286347017
0.296145426594263,10.981715150179003,0.053860393957514886
0.29949267339862656,10.72453031588192,0.04623387966344821
